ID;zeile_inhalt;zeile_inhalt_orig;extracted_data_id;gefunden_am
249;2 - Boot 1 - 01:35.04 3;2 Nassovia Höchst - Boot 1 - 01:35.04 3;856;2025-11-29 13:30:14
250;3 - Boot 2 - 01:44.46 7;3 Hanauer RC Hassia - Boot 2 - 01:44.46 7;858;2025-11-29 13:30:14
251;1 - Boot 2 - 01:43.19 4;1 Frankfurter RG Oberrad - Boot 2 - 01:43.19 4;862;2025-11-29 13:30:14
252;2 - Boot 1 - 01:49.42 1;2 Frankfurter RG Oberrad - Boot 1 - 01:49.42 1;864;2025-11-29 13:30:14
253;1 - Boot 3 - 01:40.96 10;1 Frankfurter RG Oberrad - Boot 3 - 01:40.96 10;868;2025-11-29 13:30:14
254;2 - Boot 2 - 01:44.32 12;2 Nassovia Höchst - Boot 2 - 01:44.32 12;870;2025-11-29 13:30:14
255;3 01:54.61 11;3 Hanauer RG 01:54.61 11;872;2025-11-29 13:30:14
256;1 01:38.26 2;1 RC Aschaffenburg 01:38.26 2;882;2025-11-29 13:30:14
257;2 01:40.65 4;2 SG Wiking 01:40.65 4;885;2025-11-29 13:30:14
258;3 01:40.88 5;3 Frankfurter RG Germania 01:40.88 5;888;2025-11-29 13:30:14
259;4 01:45.95 1;4 Frankfurter RG Oberrad 01:45.95 1;891;2025-11-29 13:30:14
260;1 01:26.57 3;1 Marburger RV 01:26.57 3;899;2025-11-29 13:30:14
261;2 Rgm. / 01:27.24 1;2 Rgm. Ruder-Gesellschaft HANSA e.V./ Limburger ClfW 01:27.24 1;901;2025-11-29 13:30:14
262;3 Rgm. / 01:38.21 2;3 Rgm. Hanauer RG/ RC Möve Grossauheim 01:38.21 2;904;2025-11-29 13:30:14
263;1 Rgm. / 01:36.89 1;1 Rgm. RC Möve Grossauheim/ Frankfurter RG Borussia 01:36.89 1;914;2025-11-29 13:30:14
264;2 Rgm. / 01:40.04 2;2 Rgm. WSV Hellas Gießen/ RV Kurhessen-Cassel 01:40.04 2;916;2025-11-29 13:30:14
265;1 01:35.83 2;1 RC Möve Grossauheim 01:35.83 2;921;2025-11-29 13:30:14
266;2 Rgm. / 01:38.00 1;2 Rgm. Hanauer RG/ Mühlheimer RV 01:38.00 1;923;2025-11-29 13:30:14
267;3 01:54.59 3;3 Frauen-RV Freiweg Frankfurt 01:54.59 3;925;2025-11-29 13:30:14
268;1 Rgm. / 01:40.12 4;1 Rgm. RV Hellas Offenbach/ Flörsheimer RV 01:40.12 4;929;2025-11-29 13:30:14
269;2 01:44.23 5;2 Gießener RC Hassia 01:44.23 5;931;2025-11-29 13:30:14
270;1 01:59.30 1;1 SG Wiking 01:59.30 1;936;2025-11-29 13:30:14
271;2 - Boot 1 - 02:00.40 4;2 Limburger ClfW - Boot 1 - 02:00.40 4;938;2025-11-29 13:30:14
272;3 02:03.20 3;3 RC Aschaffenburg 02:03.20 3;940;2025-11-29 13:30:14
273;1 02:05.51 6;1 RC Karlstadt 02:05.51 6;944;2025-11-29 13:30:14
274;2 - Boot 2 - 02:24.49 5;2 Limburger ClfW - Boot 2 - 02:24.49 5;946;2025-11-29 13:30:14
275;1 02:05.08 8;1 Mühlheimer RV 02:05.08 8;950;2025-11-29 13:30:14
276;2 - Boot 2 - 02:08.24 9;2 Hanauer RG - Boot 2 - 02:08.24 9;952;2025-11-29 13:30:14
277;3 - Boot 1 - 02:18.21 7;3 Hanauer RG - Boot 1 - 02:18.21 7;954;2025-11-29 13:30:14
278;1 01:44.40 4;1 RV Hellas Offenbach 01:44.40 4;965;2025-11-29 13:30:14
279;2 - Boot 1 - 01:46.68 2;2 Mühlheimer RV - Boot 1 - 01:46.68 2;967;2025-11-29 13:30:14
280;3 am Main-Bürgel - Boot 1 - 01:46.96 1;3 WSV Offenbach am Main-Bürgel - Boot 1 - 01:46.96 1;969;2025-11-29 13:30:14
281;4 01:54.02 3;4 RC Möve Grossauheim 01:54.02 3;971;2025-11-29 13:30:14
282;1 01:48.22 7;1 RC Aschaffenburg 01:48.22 7;975;2025-11-29 13:30:14
283;2 01:50.14 8;2 Frankfurter Ruder- und Kanusport Verein 01:50.14 8;977;2025-11-29 13:30:14
284;3 am Main-Bürgel - Boot 3 - 01:52.37 6;3 WSV Offenbach am Main-Bürgel - Boot 3 - 01:52.37 6;979;2025-11-29 13:30:14
285;4 - Boot 2 - 01:53.42 9;4 Mühlheimer RV - Boot 2 - 01:53.42 9;981;2025-11-29 13:30:14
286;1 am Main-Bürgel - Boot 4 - 01:53.98 10;1 WSV Offenbach am Main-Bürgel - Boot 4 - 01:53.98 10;985;2025-11-29 13:30:14
287;2 01:54.21 11;2 Frankfurter RC 01:54.21 11;987;2025-11-29 13:30:14
288;1 01:42.07 4;1 Frankfurter RC 01:42.07 4;994;2025-11-29 13:30:14
289;2 am Main-Bürgel 01:42.29 2;2 WSV Offenbach am Main-Bürgel 01:42.29 2;996;2025-11-29 13:30:14
290;3 02:00.25 6;3 Marburger RV 02:00.25 6;998;2025-11-29 13:30:14
291;1 Rgm. / 01:40.98 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:40.98 1;1011;2025-11-29 13:30:14
292;2 01:44.16 2;2 Frankfurter RG Oberrad 01:44.16 2;1013;2025-11-29 13:30:14
293;3 01:46.05 3;3 Hanauer RC Hassia 01:46.05 3;1015;2025-11-29 13:30:14
294;1 - Boot 2 - 01:42.27 10;1 Frankfurter RC - Boot 2 - 01:42.27 10;1019;2025-11-29 13:30:14
295;2 01:44.03 6;2 Nassovia Höchst 01:44.03 6;1021;2025-11-29 13:30:14
296;3 01:50.32 4;3 RG Eberbach 01:50.32 4;1023;2025-11-29 13:30:14
297;1 01:47.90 9;1 Frankfurter RG Oberrad 01:47.90 9;1027;2025-11-29 13:30:14
298;2 - Boot 1 - 01:48.96 8;2 Frankfurter RC - Boot 1 - 01:48.96 8;1029;2025-11-29 13:30:14
299;3 01:54.47 7;3 RG Wetzlar 01:54.47 7;1031;2025-11-29 13:30:14
300;1 01:30.51 4;1 Hanauer RC Hassia 01:30.51 4;1037;2025-11-29 13:30:14
301;2 01:33.91 3;2 Frankfurter RG Germania 01:33.91 3;1039;2025-11-29 13:30:14
302;3 01:34.21 1;3 RG Eberbach 01:34.21 1;1041;2025-11-29 13:30:14
303;4 01:39.90 2;4 Hanauer RG 01:39.90 2;1043;2025-11-29 13:30:14
304;1 Rgm. am Main-Bürgel/ 01:35.33 8;1 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:35.33 8;1047;2025-11-29 13:30:14
305;2 Rgm. / 01:35.61 6;2 Rgm. Marburger RV/ Gießener RC Hassia 01:35.61 6;1049;2025-11-29 13:30:14
306;3 01:36.73 5;3 Wormser RC 01:36.73 5;1051;2025-11-29 13:30:14
307;1 01:39.54 9;1 RC Möve Grossauheim 01:39.54 9;1055;2025-11-29 13:30:14
308;2 01:42.15 10;2 Frankfurter RG Oberrad 01:42.15 10;1057;2025-11-29 13:30:14
309;1 01:38.83 2;1 Limburger ClfW 01:38.83 2;1064;2025-11-29 13:30:14
310;2 01:42.43 1;2 Frauen-RV Freiweg Frankfurt 01:42.43 1;1066;2025-11-29 13:30:14
311;1 01:59.31 10;1 RC Möve Grossauheim 01:59.31 10;1075;2025-11-29 13:30:14
312;2 - Boot 1 - 02:03.82 1;2 Frankfurter RG Oberrad - Boot 1 - 02:03.82 1;1077;2025-11-29 13:30:14
313;1 - Boot 2 - 01:58.97 5;1 Frankfurter RG Oberrad - Boot 2 - 01:58.97 5;1081;2025-11-29 13:30:14
314;2 - Boot 3 - 02:08.82 3;2 Frankfurter RG Oberrad - Boot 3 - 02:08.82 3;1083;2025-11-29 13:30:14
315;3 - Boot 1 - 02:10.38 4;3 RC Möve Grossauheim - Boot 1 - 02:10.38 4;1085;2025-11-29 13:30:14
316;1 - Boot 1 - 02:00.82 6;1 RC Aschaffenburg - Boot 1 - 02:00.82 6;1089;2025-11-29 13:30:14
317;2 - Boot 4 - 02:01.27 8;2 Frankfurter RG Oberrad - Boot 4 - 02:01.27 8;1091;2025-11-29 13:30:14
318;1 01:44.75 1;1 SG Wiking 01:44.75 1;1099;2025-11-29 13:30:14
319;2 02:04.33 3;2 Frankfurter RG Germania 02:04.33 3;1102;2025-11-29 13:30:14
320;1 Rgm. / 01:27.48 1;1 Rgm. Frankfurter RG Germania/ Weilburger RV 01:27.48 1;1111;2025-11-29 13:30:14
321;2 Rgm. / 01:29.88 3;2 Rgm. Hanauer RC Hassia/ RV Dorsten 01:29.88 3;1114;2025-11-29 13:30:14
322;3 01:44.75 5;3 Frankfurter RG Oberrad 01:44.75 5;1117;2025-11-29 13:30:14
323;1 01:44.50 1;1 RV Hellas Offenbach 01:44.50 1;1129;2025-11-29 13:30:14
324;2 - Boot 1 - 01:45.64 2;2 SG Wiking - Boot 1 - 01:45.64 2;1131;2025-11-29 13:30:14
325;3 - Boot 1 - 01:49.51 3;3 Hanauer RG - Boot 1 - 01:49.51 3;1133;2025-11-29 13:30:14
326;1 - Boot 1 - 01:44.85 5;1 RG Eberbach - Boot 1 - 01:44.85 5;1137;2025-11-29 13:30:14
327;2 01:50.53 17;2 Mühlheimer RV 01:50.53 17;1139;2025-11-29 13:30:14
328;3 - Boot 2 - 01:53.84 6;3 SG Wiking - Boot 2 - 01:53.84 6;1141;2025-11-29 13:30:14
329;1 - Boot 1 - 01:44.80 9;1 Frankfurter RG Oberrad - Boot 1 - 01:44.80 9;1145;2025-11-29 13:30:14
330;2 - Boot 2 - 01:48.86 8;2 Hanauer RG - Boot 2 - 01:48.86 8;1147;2025-11-29 13:30:14
331;3 01:52.32 7;3 RG Wetzlar 01:52.32 7;1149;2025-11-29 13:30:14
332;1 01:47.91 12;1 RC Karlstadt 01:47.91 12;1153;2025-11-29 13:30:14
333;2 01:49.26 11;2 Wormser RC 01:49.26 11;1155;2025-11-29 13:30:14
334;3 - Boot 2 - 01:54.94 10;3 RG Eberbach - Boot 2 - 01:54.94 10;1157;2025-11-29 13:30:14
335;1 - Boot 2 - 01:55.75 14;1 Frankfurter RG Oberrad - Boot 2 - 01:55.75 14;1161;2025-11-29 13:30:14
336;2 - Boot 4 - 01:57.57 16;2 Hanauer RG - Boot 4 - 01:57.57 16;1163;2025-11-29 13:30:14
337;1 01:39.56 4;1 Wormser RC 01:39.56 4;1173;2025-11-29 13:30:14
338;2 01:42.98 3;2 RG Wetzlar 01:42.98 3;1175;2025-11-29 13:30:14
339;3 01:44.18 1;3 Marburger RV 01:44.18 1;1177;2025-11-29 13:30:14
340;1 01:48.26 5;1 Hanauer RG 01:48.26 5;1181;2025-11-29 13:30:14
341;2 01:51.63 6;2 WSV Hellas Gießen 01:51.63 6;1183;2025-11-29 13:30:14
342;1 - Boot 1 - 01:40.27 3;1 Frankfurter RG Germania - Boot 1 - 01:40.27 3;1194;2025-11-29 13:30:14
343;2 - Boot 1 - 01:42.05 2;2 SG Wiking - Boot 1 - 01:42.05 2;1196;2025-11-29 13:30:14
344;3 01:45.27 1;3 RC Möve Grossauheim 01:45.27 1;1198;2025-11-29 13:30:14
345;1 - Boot 1 - 01:45.98 4;1 Frankfurter RG Oberrad - Boot 1 - 01:45.98 4;1202;2025-11-29 13:30:14
346;2 - Boot 2 - 01:53.87 5;2 SG Wiking - Boot 2 - 01:53.87 5;1204;2025-11-29 13:30:14
347;1 - Boot 2 - 01:44.26 6;1 Frankfurter RG Germania - Boot 2 - 01:44.26 6;1208;2025-11-29 13:30:14
348;2 - Boot 4 - 01:47.41 10;2 Frankfurter RG Germania - Boot 4 - 01:47.41 10;1210;2025-11-29 13:30:14
349;3 - Boot 2 - 01:51.24 9;3 Frankfurter RG Oberrad - Boot 2 - 01:51.24 9;1212;2025-11-29 13:30:14
350;1 01:51.09 13;1 Hanauer RG 01:51.09 13;1216;2025-11-29 13:30:14
351;2 01:57.58 12;2 Frankfurter RC 01:57.58 12;1218;2025-11-29 13:30:14
352;3 02:04.61 11;3 Mühlheimer RV 02:04.61 11;1220;2025-11-29 13:30:14
353;1 am Main-Bürgel - Boot 1 - 01:55.34 2;1 WSV Offenbach am Main-Bürgel - Boot 1 - 01:55.34 2;1229;2025-11-29 13:30:14
354;2 am Main-Bürgel - Boot 2 - 01:56.84 4;2 WSV Offenbach am Main-Bürgel - Boot 2 - 01:56.84 4;1231;2025-11-29 13:30:14
355;3 - Boot 1 - 01:57.40 1;3 SG Wiking - Boot 1 - 01:57.40 1;1233;2025-11-29 13:30:14
356;1 02:00.86 10;1 RC Aschaffenburg 02:00.86 10;1237;2025-11-29 13:30:14
357;2 02:07.49 5;2 RG Wetzlar 02:07.49 5;1239;2025-11-29 13:30:14
358;3 - Boot 2 - 02:11.85 6;3 SG Wiking - Boot 2 - 02:11.85 6;1241;2025-11-29 13:30:14
359;1 02:01.06 7;1 RG Eberbach 02:01.06 7;1245;2025-11-29 13:30:14
360;2 02:16.00 9;2 Hanauer RG 02:16.00 9;1247;2025-11-29 13:30:14
361;1 Rgm. / 01:44.25 1;1 Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt 01:44.25 1;1260;2025-11-29 13:30:14
362;2 01:51.91 2;2 Frankfurter RC 01:51.91 2;1263;2025-11-29 13:30:14
363;1 01:33.16 4;1 Offenbacher RG Undine 01:33.16 4;1269;2025-11-29 13:30:14
364;2 01:38.11 2;2 RG Eberbach 01:38.11 2;1271;2025-11-29 13:30:14
365;3 Rgm. / 01:45.97 3;3 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:45.97 3;1273;2025-11-29 13:30:14
366;1 01:46.31 2;1 Marburger RV 01:46.31 2;1280;2025-11-29 13:30:14
367;2 01:50.10 7;2 Hanauer RG 01:50.10 7;1282;2025-11-29 13:30:14
368;1 - Boot 2 - 01:55.64 5;1 Frankfurter RG Borussia - Boot 2 - 01:55.64 5;1286;2025-11-29 13:30:14
369;2 02:09.56 4;2 RV Hellas Offenbach 02:09.56 4;1288;2025-11-29 13:30:14
370;1 01:58.56 3;1 Hanauer RC Hassia 01:58.56 3;1292;2025-11-29 13:30:14
371;2 02:01.34 6;2 RG Wetzlar 02:01.34 6;1294;2025-11-29 13:30:14
372;1 02:13.47 4;1 Hanauer RC Hassia 02:13.47 4;1305;2025-11-29 13:30:14
373;2 02:19.70 1;2 RC Aschaffenburg 02:19.70 1;1307;2025-11-29 13:30:14
374;3 - Boot 1 - 02:23.77 2;3 SG Wiking - Boot 1 - 02:23.77 2;1309;2025-11-29 13:30:14
375;1 01:59.22 6;1 RC Aschaffenburg 01:59.22 6;1313;2025-11-29 13:30:14
376;2 - Boot 1 - 02:01.82 7;2 RC Karlstadt - Boot 1 - 02:01.82 7;1315;2025-11-29 13:30:14
377;3 - Boot 2 - 02:09.73 5;3 SG Wiking - Boot 2 - 02:09.73 5;1317;2025-11-29 13:30:14
378;1 - Boot 1 - 02:09.21 9;1 Mühlheimer RV - Boot 1 - 02:09.21 9;1321;2025-11-29 13:30:14
379;2 - Boot 2 - 02:14.26 10;2 RC Karlstadt - Boot 2 - 02:14.26 10;1323;2025-11-29 13:30:14
380;3 - Boot 2 - 02:21.83 11;3 Hanauer RG - Boot 2 - 02:21.83 11;1325;2025-11-29 13:30:14
381;4 - Boot 1 - 02:27.99 8;4 Hanauer RG - Boot 1 - 02:27.99 8;1327;2025-11-29 13:30:14
382;1 - Boot 4 - 02:16.98 12;1 Hanauer RG - Boot 4 - 02:16.98 12;1331;2025-11-29 13:30:14
383;2 - Boot 3 - 02:27.87 13;2 Hanauer RG - Boot 3 - 02:27.87 13;1333;2025-11-29 13:30:14
384;3 - Boot 2 - 02:30.63 14;3 Mühlheimer RV - Boot 2 - 02:30.63 14;1335;2025-11-29 13:30:14
385;1 - Boot 3 - 02:14.86 17;1 Mühlheimer RV - Boot 3 - 02:14.86 17;1339;2025-11-29 13:30:14
386;2 - Boot 5 - 02:22.52 16;2 Hanauer RG - Boot 5 - 02:22.52 16;1341;2025-11-29 13:30:14
387;3 am Main-Bürgel 02:48.73 18;3 WSV Offenbach am Main-Bürgel 02:48.73 18;1343;2025-11-29 13:30:14
388;1 01:48.64 2;1 Mühlheimer RV 01:48.64 2;1351;2025-11-29 13:30:14
389;2 01:56.11 1;2 Frauen-RV Freiweg Frankfurt 01:56.11 1;1353;2025-11-29 13:30:14
390;1 - Boot 1 - 01:50.27 3;1 Hanauer RG - Boot 1 - 01:50.27 3;1357;2025-11-29 13:30:14
391;2 01:51.05 6;2 Gießener RC Hassia 01:51.05 6;1359;2025-11-29 13:30:14
392;3 - Boot 2 - 01:52.61 4;3 Hanauer RG - Boot 2 - 01:52.61 4;1361;2025-11-29 13:30:14
393;1 02:13.00 1;1 Hanauer RC Hassia 02:13.00 1;1372;2025-11-29 13:30:14
394;2 am Main-Bürgel 02:36.00 2;2 WSV Offenbach am Main-Bürgel 02:36.00 2;1374;2025-11-29 13:30:14
395;3 02:37.28 3;3 RG Wetzlar 02:37.28 3;1376;2025-11-29 13:30:14
396;1 01:59.18 1;1 Frankfurter RG Germania 01:59.18 1;1385;2025-11-29 13:30:14
397;2 02:04.72 2;2 Frankfurter RC 02:04.72 2;1387;2025-11-29 13:30:14
398;3 - Boot 1 - 02:19.24 3;3 RG Wetzlar - Boot 1 - 02:19.24 3;1389;2025-11-29 13:30:14
399;1 02:16.14 7;1 Frankfurter Ruder- und Kanusport Verein 02:16.14 7;1393;2025-11-29 13:30:14
400;2 02:18.32 4;2 Hanauer RG 02:18.32 4;1395;2025-11-29 13:30:14
401;1 - Boot 2 - 01:52.65 3;1 Frankfurter RC - Boot 2 - 01:52.65 3;1403;2025-11-29 13:30:14
402;2 02:00.06 2;2 RG Eberbach 02:00.06 2;1405;2025-11-29 13:30:14
403;1 01:54.82 6;1 Frankfurter RG Oberrad 01:54.82 6;1409;2025-11-29 13:30:14
404;2 - Boot 2 - 01:59.28 5;2 RG Wetzlar - Boot 2 - 01:59.28 5;1411;2025-11-29 13:30:14
405;3 01:59.80 4;3 SG Wiking 01:59.80 4;1413;2025-11-29 13:30:14
406;4 - Boot 1 - 02:01.50 7;4 RG Wetzlar - Boot 1 - 02:01.50 7;1415;2025-11-29 13:30:14
407;1 Rgm. / 01:34.59 1;1 Rgm. Hanauer RC Hassia/ Frankfurter RG Borussia 01:34.59 1;1426;2025-11-29 13:30:14
408;2 01:43.11 3;2 Frankfurter RG Borussia 01:43.11 3;1428;2025-11-29 13:30:14
409;3 01:43.53 2;3 Gießener RC Hassia 01:43.53 2;1430;2025-11-29 13:30:14
410;1 Rgm. / 01:40.36 8;1 Rgm. DRC Ingolstadt/ RC Möve Grossauheim 01:40.36 8;1434;2025-11-29 13:30:14
411;2 01:42.45 5;2 Marburger RV 01:42.45 5;1436;2025-11-29 13:30:14
412;3 01:52.07 6;3 RV Hellas Offenbach 01:52.07 6;1438;2025-11-29 13:30:14
413;1 Rgm. / 01:36.24 4;1 Rgm. Frankfurter RC/ Frankfurter RG Germania 01:36.24 4;1442;2025-11-29 13:30:14
414;2 Rgm. / 01:38.92 7;2 Rgm. Frankfurter RC/ SG Wiking 01:38.92 7;1444;2025-11-29 13:30:14
415;1 01:58.63 1;1 SG Wiking 01:58.63 1;1449;2025-11-29 13:30:14
416;2 02:06.91 2;2 RC Karlstadt 02:06.91 2;1451;2025-11-29 13:30:14
417;1 01:47.17 3;1 Frankfurter RG Oberrad 01:47.17 3;1456;2025-11-29 13:30:14
418;2 02:02.60 2;2 RC Möve Grossauheim 02:02.60 2;1458;2025-11-29 13:30:14
419;1 01:33.02 4;1 Wormser RC 01:33.02 4;1465;2025-11-29 13:30:14
420;2 01:34.45 3;2 Mühlheimer RV 01:34.45 3;1467;2025-11-29 13:30:14
421;3 01:35.96 1;3 Frankfurter RG Germania 01:35.96 1;1469;2025-11-29 13:30:14
422;1 - Boot 1 - 01:53.16 2;1 Frankfurter RG Oberrad - Boot 1 - 01:53.16 2;1481;2025-11-29 13:30:14
423;2 - Boot 2 - 01:55.21 3;2 Frankfurter RG Oberrad - Boot 2 - 01:55.21 3;1483;2025-11-29 13:30:14
424;3 - Boot 1 - 02:08.98 1;3 SG Wiking - Boot 1 - 02:08.98 1;1485;2025-11-29 13:30:14
425;1 01:54.49 5;1 RG Wetzlar 01:54.49 5;1489;2025-11-29 13:30:14
426;2 02:06.38 6;2 Frankfurter RC 02:06.38 6;1491;2025-11-29 13:30:14
427;3 - Boot 2 - 02:08.41 4;3 SG Wiking - Boot 2 - 02:08.41 4;1493;2025-11-29 13:30:14
428;1 02:24.05 7;1 Mühlheimer RV 02:24.05 7;1497;2025-11-29 13:30:14
429;2 - Boot 3 - 02:24.44 9;2 SG Wiking - Boot 3 - 02:24.44 9;1499;2025-11-29 13:30:14
430;3 02:26.28 8;3 Hanauer RG 02:26.28 8;1501;2025-11-29 13:30:14
431;1 - Boot 3 - 02:09.41 10;1 Frankfurter RG Oberrad - Boot 3 - 02:09.41 10;1505;2025-11-29 13:30:14
432;2 02:11.33 12;2 RC Möve Grossauheim 02:11.33 12;1507;2025-11-29 13:30:14
433;3 02:16.78 11;3 Frankfurter RC 02:16.78 11;1509;2025-11-29 13:30:14
434;1 Rgm. / 01:37.08 3;1 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:37.08 3;1514;2025-11-29 13:30:14
435;2 am Main-Bürgel - Boot 1 - 01:41.20 2;2 WSV Offenbach am Main-Bürgel - Boot 1 - 01:41.20 2;1516;2025-11-29 13:30:14
436;3 am Main-Bürgel - Boot 2 - 01:46.56 4;3 WSV Offenbach am Main-Bürgel - Boot 2 - 01:46.56 4;1518;2025-11-29 13:30:14
437;1 - Boot 1 - 01:38.85 4;1 RG Wetzlar - Boot 1 - 01:38.85 4;1532;2025-11-29 13:30:14
438;2 - Boot 1 - 01:39.81 2;2 RG Eberbach - Boot 1 - 01:39.81 2;1534;2025-11-29 13:30:14
439;3 - Boot 1 - 01:43.44 3;3 Wormser RC - Boot 1 - 01:43.44 3;1536;2025-11-29 13:30:14
440;4 - Boot 1 - 01:44.97 1;4 Hanauer RC Hassia - Boot 1 - 01:44.97 1;1538;2025-11-29 13:30:14
441;1 - Boot 2 - 01:36.29 5;1 Hanauer RC Hassia - Boot 2 - 01:36.29 5;1542;2025-11-29 13:30:14
442;2 - Boot 1 - 01:39.55 8;2 Marburger RV - Boot 1 - 01:39.55 8;1544;2025-11-29 13:30:14
443;3 - Boot 2 - 01:43.99 7;3 RG Eberbach - Boot 2 - 01:43.99 7;1546;2025-11-29 13:30:14
444;1 - Boot 2 - 01:43.32 11;1 Wormser RC - Boot 2 - 01:43.32 11;1550;2025-11-29 13:30:14
445;2 01:46.03 10;2 Frankfurter RG Oberrad 01:46.03 10;1552;2025-11-29 13:30:14
446;3 - Boot 2 - 01:48.75 9;3 Marburger RV - Boot 2 - 01:48.75 9;1554;2025-11-29 13:30:14
447;1 01:49.70 13;1 RC Aschaffenburg 01:49.70 13;1558;2025-11-29 13:30:14
448;2 01:52.23 12;2 Offenbacher RG Undine 01:52.23 12;1560;2025-11-29 13:30:14
449;1 01:47.67 14;1 Frankfurter RC 01:47.67 14;1564;2025-11-29 13:30:14
450;2 - Boot 2 - 01:49.40 16;2 RG Wetzlar - Boot 2 - 01:49.40 16;1566;2025-11-29 13:30:14
451;3 01:49.64 15;3 RC Möve Grossauheim 01:49.64 15;1568;2025-11-29 13:30:14
452;1 01:32.15 4;1 Offenbacher RG Undine 01:32.15 4;1580;2025-11-29 13:30:14
453;2 - Boot 2 - 01:34.57 5;2 Frankfurter RG Germania - Boot 2 - 01:34.57 5;1582;2025-11-29 13:30:14
454;3 - Boot 1 - 01:39.48 1;3 Frankfurter RG Germania - Boot 1 - 01:39.48 1;1584;2025-11-29 13:30:14
455;4 01:46.61 2;4 SG Wiking 01:46.61 2;1586;2025-11-29 13:30:14
456;1 01:39.27 7;1 Frankfurter RG Oberrad 01:39.27 7;1590;2025-11-29 13:30:14
457;2 - Boot 1 - 01:40.80 6;2 Hanauer RG - Boot 1 - 01:40.80 6;1592;2025-11-29 13:30:14
458;3 - Boot 2 - 01:43.84 8;3 Hanauer RG - Boot 2 - 01:43.84 8;1594;2025-11-29 13:30:14
459;1 01:41.47 2;1 Frankfurter RG Borussia 01:41.47 2;1601;2025-11-29 13:30:14
460;2 01:42.90 1;2 Gießener RC Hassia 01:42.90 1;1603;2025-11-29 13:30:14
461;1 01:43.89 4;1 Marburger RV 01:43.89 4;1607;2025-11-29 13:30:14
462;2 01:45.30 5;2 RV Hellas Offenbach 01:45.30 5;1609;2025-11-29 13:30:14
463;1 01:41.92 6;1 RC Möve Grossauheim 01:41.92 6;1613;2025-11-29 13:30:14
464;2 01:43.31 3;2 Wormser RC 01:43.31 3;1615;2025-11-29 13:30:14
465;1 01:49.98 2;1 RC Aschaffenburg 01:49.98 2;1620;2025-11-29 13:30:14
466;2 01:57.47 1;2 WSV Hellas Gießen 01:57.47 1;1622;2025-11-29 13:30:14
467;1 01:57.31 5;1 Frankfurter RG Oberrad 01:57.31 5;1626;2025-11-29 13:30:14
468;2 02:08.47 3;2 Wormser RC 02:08.47 3;1628;2025-11-29 13:30:14
469;1 01:22.65 2;1 Frankfurter RG Germania 01:22.65 2;1640;2025-11-29 13:30:14
470;2 01:24.26 1;2 RG Eberbach 01:24.26 1;1642;2025-11-29 13:30:14
471;3 Rgm. / 01:37.10 3;3 Rgm. RC Möve Grossauheim/ Mühlheimer RV 01:37.10 3;1644;2025-11-29 13:30:14
472;1 Rgm. / / RG Wetzlar 01:26.69 4;1 Rgm. Marburger RV/ Gießener RC Hassia/ RG Wetzlar 01:26.69 4;1649;2025-11-29 13:30:14
473;2 Rgm. am Main-Bürgel/ 01:29.51 5;2 Rgm. WSV Offenbach am Main-Bürgel/ Nassovia Höchst 01:29.51 5;1652;2025-11-29 13:30:14
474;1 - Boot 1 - 01:47.56 2;1 RC Möve Grossauheim - Boot 1 - 01:47.56 2;1658;2025-11-29 13:30:14
475;2 - Boot 1 - 01:54.21 1;2 SG Wiking - Boot 1 - 01:54.21 1;1660;2025-11-29 13:30:14
476;3 02:00.12 3;3 RC Karlstadt 02:00.12 3;1662;2025-11-29 13:30:14
477;1 - Boot 2 - 01:54.21 4;1 RC Möve Grossauheim - Boot 2 - 01:54.21 4;1666;2025-11-29 13:30:14
478;2 - Boot 2 - 01:55.58 5;2 SG Wiking - Boot 2 - 01:55.58 5;1668;2025-11-29 13:30:14
479;3 - Boot 3 - 02:06.55 7;3 SG Wiking - Boot 3 - 02:06.55 7;1670;2025-11-29 13:30:14
480;1 am Main-Bürgel 01:54.07 8;1 WSV Offenbach am Main-Bürgel 01:54.07 8;1674;2025-11-29 13:30:14
481;2 - Boot 2 - 02:07.59 10;2 Hanauer RG - Boot 2 - 02:07.59 10;1676;2025-11-29 13:30:14
482;3 02:17.22 11;3 Frankfurter Ruder- und Kanusport Verein 02:17.22 11;1678;2025-11-29 13:30:14
483;1 01:48.82 1;1 SRR Schillerschule Frankfurt 01:48.82 1;1686;2025-11-29 13:30:14
484;2 01:55.27 3;2 Frankfurter RC 01:55.27 3;1688;2025-11-29 13:30:14
485;3 02:01.12 4;3 Frankfurter RC 02:01.12 4;1690;2025-11-29 13:30:14
486;1 01:57.39 6;1 RC Karlstadt 01:57.39 6;1694;2025-11-29 13:30:14
487;2 02:08.40 5;2 RC Möve Grossauheim 02:08.40 5;1696;2025-11-29 13:30:14
488;1 01:19.67 1;1 Wormser RC 01:19.67 1;1707;2025-11-29 13:30:14
489;2 Rgm. RG Wetzlar/ Marburger RV/ / 01:19.91 4;2 Rgm. RG Wetzlar/ Marburger RV/ Gießener R.G./ Gießener RC Hassia 01:19.91 4;1709;2025-11-29 13:30:14
